reporting_period,reporting_date,customer_id,total_rentals,total_payment_amount
Day,2022-08-01,542,1,4.99
Day,2022-08-01,574,1,4.99
Day,2022-08-01,588,1,4.99
Day,2022-08-01,589,1,4.99
Day,2022-08-01,590,1,4.99
Day,2022-08-01,591,1,4.99
Day,2022-08-02,14,1,4.99
Day,2022-08-02,32,1,4.99
Day,2022-08-02,59,1,4.99
Day,2022-08-02,82,1,4.99
Day,2022-08-02,90,1,4.99
Day,2022-08-02,99,1,4.99
Day,2022-08-02,116,1,4.99
Day,2022-08-02,153,1,4.99
Day,2022-08-02,155,1,4.99
Day,2022-08-02,159,1,4.99
Day,2022-08-02,181,1,4.99
Day,2022-08-02,182,1,4.99
Day,2022-08-02,192,1,4.99
Day,2022-08-02,202,1,4.99
Day,2022-08-02,223,1,4.99
Day,2022-08-02,273,1,4.99
Day,2022-08-02,280,1,4.99
Day,2022-08-02,287,1,4.99
Day,2022-08-02,292,1,4.99
Day,2022-08-02,295,1,4.99
Day,2022-08-02,300,1,4.99
Day,2022-08-02,303,1,4.99
Day,2022-08-02,327,1,4.99
Day,2022-08-02,339,1,4.99
Day,2022-08-02,345,1,4.99
Day,2022-08-02,359,1,4.99
Day,2022-08-02,376,1,4.99
Day,2022-08-02,398,1,4.99
Day,2022-08-02,412,1,4.99
Day,2022-08-02,443,1,4.99
Day,2022-08-02,479,1,4.99
Day,2022-08-02,486,1,4.99
Day,2022-08-02,501,1,4.99
Day,2022-08-02,526,1,4.99
Day,2022-08-02,538,1,4.99
Day,2022-08-02,583,1,4.99
Day,2022-08-02,593,1,4.99
Day,2022-08-02,596,1,4.99
Day,2022-08-16,4,1,4.99
Day,2022-08-16,114,1,4.99
Day,2022-08-16,229,1,4.99
Day,2022-08-16,273,1,4.99
Day,2022-08-16,397,1,4.99
Day,2022-08-16,407,1,4.99
Day,2022-08-16,423,1,4.99
Day,2022-08-16,565,1,4.99
Day,2022-08-16,572,1,4.99
Day,2022-08-17,1,1,4.99
Day,2022-08-17,17,1,4.99
Day,2022-08-17,31,1,4.99
Day,2022-08-17,32,1,4.99
Day,2022-08-17,34,1,4.99
Day,2022-08-17,43,1,4.99
Day,2022-08-17,56,1,4.99
Day,2022-08-17,63,1,4.99
Day,2022-08-17,79,1,4.99
Day,2022-08-17,92,1,4.99
Day,2022-08-17,101,1,4.99
Day,2022-08-17,127,1,4.99
Day,2022-08-17,140,1,4.99
Day,2022-08-17,175,1,4.99
Day,2022-08-17,192,1,4.99
Day,2022-08-17,202,1,4.99
Day,2022-08-17,236,1,4.99
Day,2022-08-17,255,1,4.99
Day,2022-08-17,275,1,4.99
Day,2022-08-17,280,1,4.99
Day,2022-08-17,287,1,4.99
Day,2022-08-17,304,1,4.99
Day,2022-08-17,323,1,4.99
Day,2022-08-17,325,1,4.99
Day,2022-08-17,353,1,4.99
Day,2022-08-17,358,1,4.99
Day,2022-08-17,364,1,4.99
Day,2022-08-17,367,1,4.99
Day,2022-08-17,372,1,4.99
Day,2022-08-17,386,1,4.99
Day,2022-08-17,394,1,4.99
Day,2022-08-17,406,1,4.99
Day,2022-08-17,453,1,4.99
Day,2022-08-17,467,1,4.99
Day,2022-08-17,471,1,4.99
Day,2022-08-17,475,1,4.99
Day,2022-08-17,489,1,4.99
Day,2022-08-17,503,1,4.99
Day,2022-08-17,506,1,4.99
Day,2022-08-17,510,1,4.99
Day,2022-08-17,523,1,4.99
Day,2022-08-17,546,1,4.99
Day,2022-08-17,553,1,4.99
Day,2022-08-17,560,1,4.99
Day,2022-08-17,562,1,4.99
Day,2022-08-17,570,1,4.99
Day,2022-08-17,587,1,4.99
Day,2022-08-17,589,1,4.99
Day,2022-08-18,3,1,4.99
Day,2022-08-18,12,1,4.99
Day,2022-08-18,71,1,4.99
Day,2022-08-18,73,1,4.99
Day,2022-08-18,81,1,4.99
Day,2022-08-18,83,1,4.99
Day,2022-08-18,84,1,4.99
Day,2022-08-18,85,1,4.99
Day,2022-08-18,93,1,4.99
Day,2022-08-18,102,1,4.99
Day,2022-08-18,133,1,4.99
Day,2022-08-18,140,1,4.99
Day,2022-08-18,165,1,4.99
Day,2022-08-18,166,1,4.99
Day,2022-08-18,171,1,4.99
Day,2022-08-18,177,1,4.99
Day,2022-08-18,182,1,4.99
Day,2022-08-18,198,1,4.99
Day,2022-08-18,214,1,4.99
Day,2022-08-18,217,1,4.99
Day,2022-08-18,220,1,4.99
Day,2022-08-18,224,1,4.99
Day,2022-08-18,241,1,4.99
Day,2022-08-18,251,1,4.99
Day,2022-08-18,264,1,4.99
Day,2022-08-18,267,1,4.99
Day,2022-08-18,268,1,4.99
Day,2022-08-18,269,1,4.99
Day,2022-08-18,271,1,4.99
Day,2022-08-18,302,1,4.99
Day,2022-08-18,307,1,4.99
Day,2022-08-18,321,1,4.99
Day,2022-08-18,328,1,4.99
Day,2022-08-18,331,1,4.99
Day,2022-08-18,332,1,4.99
Day,2022-08-18,334,1,4.99
Day,2022-08-18,340,1,4.99
Day,2022-08-18,362,1,4.99
Day,2022-08-18,370,1,4.99
Day,2022-08-18,379,1,4.99
Day,2022-08-18,383,1,4.99
Day,2022-08-18,417,1,4.99
Day,2022-08-18,421,1,4.99
Day,2022-08-18,423,1,4.99
Day,2022-08-18,435,1,4.99
Day,2022-08-18,443,1,4.99
Day,2022-08-18,449,1,4.99
Day,2022-08-18,455,1,4.99
Day,2022-08-18,456,1,4.99
Day,2022-08-18,457,1,4.99
Day,2022-08-18,460,1,4.99
Day,2022-08-18,465,1,4.99
Day,2022-08-18,471,1,4.99
Day,2022-08-18,472,1,4.99
Day,2022-08-18,477,1,4.99
Day,2022-08-18,484,1,4.99
Day,2022-08-18,496,1,4.99
Day,2022-08-18,502,1,4.99
Day,2022-08-18,521,1,4.99
Day,2022-08-18,551,1,4.99
Day,2022-08-18,552,1,4.99
Day,2022-08-18,576,1,4.99
Day,2022-08-18,596,1,4.99
Day,2022-08-19,10,1,4.99
Day,2022-08-19,26,1,4.99
Day,2022-08-19,34,1,4.99
Day,2022-08-19,44,1,4.99
Day,2022-08-19,67,1,4.99
Day,2022-08-19,90,1,4.99
Day,2022-08-19,107,1,4.99
Day,2022-08-19,124,1,4.99
Day,2022-08-19,146,1,4.99
Day,2022-08-19,153,1,4.99
Day,2022-08-19,162,1,4.99
Day,2022-08-19,166,1,4.99
Day,2022-08-19,167,1,4.99
Day,2022-08-19,175,1,4.99
Day,2022-08-19,201,1,4.99
Day,2022-08-19,202,1,4.99
Day,2022-08-19,217,1,4.99
Day,2022-08-19,227,1,4.99
Day,2022-08-19,247,1,4.99
Day,2022-08-19,252,1,4.99
Day,2022-08-19,261,1,4.99
Day,2022-08-19,277,1,4.99
Day,2022-08-19,299,1,4.99
Day,2022-08-19,310,1,4.99
Day,2022-08-19,317,1,4.99
Day,2022-08-19,322,1,4.99
Day,2022-08-19,325,1,4.99
Day,2022-08-19,334,1,4.99
Day,2022-08-19,343,1,4.99
Day,2022-08-19,349,1,4.99
Day,2022-08-19,354,1,4.99
Day,2022-08-19,372,1,4.99
Day,2022-08-19,378,1,4.99
Day,2022-08-19,388,1,4.99
Day,2022-08-19,416,1,4.99
Day,2022-08-19,426,1,4.99
Day,2022-08-19,429,1,4.99
Day,2022-08-19,433,1,4.99
Day,2022-08-19,443,1,4.99
Day,2022-08-19,452,1,4.99
Day,2022-08-19,465,1,4.99
Day,2022-08-19,481,1,4.99
Day,2022-08-19,482,1,4.99
Day,2022-08-19,486,1,4.99
Day,2022-08-19,487,1,4.99
Day,2022-08-19,488,1,4.99
Day,2022-08-19,489,1,4.99
Day,2022-08-19,492,1,4.99
Day,2022-08-19,499,1,4.99
Day,2022-08-19,501,1,4.99
Day,2022-08-19,511,1,4.99
Day,2022-08-19,518,1,4.99
Day,2022-08-19,537,1,4.99
Day,2022-08-19,554,1,4.99
Day,2022-08-19,555,1,4.99
Day,2022-08-19,566,1,4.99
Day,2022-08-19,588,1,4.99
Day,2022-08-19,596,1,4.99
Day,2022-08-20,14,1,4.99
Day,2022-08-20,27,1,4.99
Day,2022-08-20,28,1,4.99
Day,2022-08-20,30,1,4.99
Day,2022-08-20,50,1,4.99
Day,2022-08-20,68,1,4.99
Day,2022-08-20,70,1,4.99
Day,2022-08-20,73,1,4.99
Day,2022-08-20,83,1,4.99
Day,2022-08-20,119,1,4.99
Day,2022-08-20,122,1,4.99
Day,2022-08-20,136,1,4.99
Day,2022-08-20,143,1,4.99
Day,2022-08-20,154,1,4.99
Day,2022-08-20,172,1,4.99
Day,2022-08-20,178,1,4.99
Day,2022-08-20,203,1,4.99
Day,2022-08-20,220,1,4.99
Day,2022-08-20,247,1,4.99
Day,2022-08-20,249,1,4.99
Day,2022-08-20,276,1,4.99
Day,2022-08-20,279,1,4.99
Day,2022-08-20,280,1,4.99
Day,2022-08-20,305,1,4.99
Day,2022-08-20,336,1,4.99
Day,2022-08-20,341,1,4.99
Day,2022-08-20,349,1,4.99
Day,2022-08-20,371,1,4.99
Day,2022-08-20,374,1,4.99
Day,2022-08-20,375,1,4.99
Day,2022-08-20,376,1,4.99
Day,2022-08-20,382,1,4.99
Day,2022-08-20,383,1,4.99
Day,2022-08-20,398,1,4.99
Day,2022-08-20,421,1,4.99
Day,2022-08-20,431,1,4.99
Day,2022-08-20,433,1,4.99
Day,2022-08-20,447,1,4.99
Day,2022-08-20,455,1,4.99
Day,2022-08-20,456,1,4.99
Day,2022-08-20,463,1,4.99
Day,2022-08-20,473,1,4.99
Day,2022-08-20,478,1,4.99
Day,2022-08-20,480,1,4.99
Day,2022-08-20,495,1,4.99
Day,2022-08-20,500,1,4.99
Day,2022-08-20,509,1,4.99
Day,2022-08-20,515,1,4.99
Day,2022-08-20,532,1,4.99
Day,2022-08-20,536,1,4.99
Day,2022-08-20,545,1,4.99
Day,2022-08-20,566,1,4.99
Day,2022-08-20,568,1,4.99
Day,2022-08-21,4,1,4.99
Day,2022-08-21,12,1,4.99
Day,2022-08-21,54,1,4.99
Day,2022-08-21,77,1,4.99
Day,2022-08-21,95,1,4.99
Day,2022-08-21,97,1,4.99
Day,2022-08-21,103,1,4.99
Day,2022-08-21,107,1,4.99
Day,2022-08-21,142,1,4.99
Day,2022-08-21,175,1,4.99
Day,2022-08-21,194,1,4.99
Day,2022-08-21,199,1,4.99
Day,2022-08-21,204,1,4.99
Day,2022-08-21,223,1,4.99
Day,2022-08-21,252,1,4.99
Day,2022-08-21,254,1,4.99
Day,2022-08-21,259,1,4.99
Day,2022-08-21,289,1,4.99
Day,2022-08-21,291,1,4.99
Day,2022-08-21,311,1,4.99
Day,2022-08-21,332,1,4.99
Day,2022-08-21,341,1,4.99
Day,2022-08-21,352,1,4.99
Day,2022-08-21,353,1,4.99
Day,2022-08-21,360,1,4.99
Day,2022-08-21,364,1,4.99
Day,2022-08-21,378,1,4.99
Day,2022-08-21,381,1,4.99
Day,2022-08-21,383,1,4.99
Day,2022-08-21,408,1,4.99
Day,2022-08-21,409,1,4.99
Day,2022-08-21,416,1,4.99
Day,2022-08-21,421,1,4.99
Day,2022-08-21,429,1,4.99
Day,2022-08-21,434,1,4.99
Day,2022-08-21,441,1,4.99
Day,2022-08-21,450,1,4.99
Day,2022-08-21,458,1,4.99
Day,2022-08-21,461,1,4.99
Day,2022-08-21,470,1,4.99
Day,2022-08-21,493,1,4.99
Day,2022-08-21,502,1,4.99
Day,2022-08-21,507,1,4.99
Day,2022-08-21,512,1,4.99
Day,2022-08-21,517,1,4.99
Day,2022-08-21,518,1,4.99
Day,2022-08-21,523,1,4.99
Day,2022-08-21,535,1,4.99
Day,2022-08-21,546,1,4.99
Day,2022-08-21,552,1,4.99
Day,2022-08-21,563,1,4.99
Day,2022-08-21,587,1,4.99
Day,2022-08-22,2,1,4.99
Day,2022-08-22,13,1,4.99
Day,2022-08-22,21,1,4.99
Day,2022-08-22,24,1,4.99
Day,2022-08-22,28,1,4.99
Day,2022-08-22,30,1,4.99
Day,2022-08-22,51,1,4.99
Day,2022-08-22,55,1,4.99
Day,2022-08-22,58,1,4.99
Day,2022-08-22,62,1,4.99
Day,2022-08-22,66,1,4.99
Day,2022-08-22,76,1,4.99
Day,2022-08-22,82,1,4.99
Day,2022-08-22,86,1,4.99
Day,2022-08-22,92,1,4.99
Day,2022-08-22,112,1,4.99
Day,2022-08-22,114,1,4.99
Day,2022-08-22,124,1,4.99
Day,2022-08-22,136,1,4.99
Day,2022-08-22,157,1,4.99
Day,2022-08-22,162,1,4.99
Day,2022-08-22,172,1,4.99
Day,2022-08-22,176,1,4.99
Day,2022-08-22,178,1,4.99
Day,2022-08-22,191,1,4.99
Day,2022-08-22,210,1,4.99
Day,2022-08-22,215,1,4.99
Day,2022-08-22,218,1,4.99
Day,2022-08-22,219,1,4.99
Day,2022-08-22,226,1,4.99
Day,2022-08-22,261,1,4.99
Day,2022-08-22,263,1,4.99
Day,2022-08-22,278,1,4.99
Day,2022-08-22,289,1,4.99
Day,2022-08-22,312,1,4.99
Day,2022-08-22,324,1,4.99
Day,2022-08-22,349,1,4.99
Day,2022-08-22,351,1,4.99
Day,2022-08-22,381,1,4.99
Day,2022-08-22,402,1,4.99
Day,2022-08-22,403,1,4.99
Day,2022-08-22,412,1,4.99
Day,2022-08-22,430,1,4.99
Day,2022-08-22,444,1,4.99
Day,2022-08-22,466,1,4.99
Day,2022-08-22,468,1,4.99
Day,2022-08-22,474,1,4.99
Day,2022-08-22,500,1,4.99
Day,2022-08-22,501,1,4.99
Day,2022-08-22,505,1,4.99
Day,2022-08-22,510,1,4.99
Day,2022-08-22,511,1,4.99
Day,2022-08-22,515,1,4.99
Day,2022-08-22,547,1,4.99
Day,2022-08-22,553,1,4.99
Day,2022-08-22,559,1,4.99
Day,2022-08-23,2,1,4.99
Day,2022-08-23,15,1,4.99
Day,2022-08-23,36,1,4.99
Day,2022-08-23,41,1,4.99
Day,2022-08-23,50,1,4.99
Day,2022-08-23,54,1,4.99
Day,2022-08-23,68,1,4.99
Day,2022-08-23,88,1,4.99
Day,2022-08-23,96,1,4.99
Day,2022-08-23,132,1,4.99
Day,2022-08-23,143,1,4.99
Day,2022-08-23,176,1,4.99
Day,2022-08-23,179,1,4.99
Day,2022-08-23,181,1,4.99
Day,2022-08-23,188,1,4.99
Day,2022-08-23,194,1,4.99
Day,2022-08-23,202,1,4.99
Day,2022-08-23,216,1,4.99
Day,2022-08-23,220,1,4.99
Day,2022-08-23,227,1,4.99
Day,2022-08-23,241,1,4.99
Day,2022-08-23,247,1,4.99
Day,2022-08-23,264,1,4.99
Day,2022-08-23,278,1,4.99
Day,2022-08-23,282,1,4.99
Day,2022-08-23,285,1,4.99
Day,2022-08-23,286,1,4.99
Day,2022-08-23,298,1,4.99
Day,2022-08-23,307,1,4.99
Day,2022-08-23,345,1,4.99
Day,2022-08-23,347,1,4.99
Day,2022-08-23,375,1,4.99
Day,2022-08-23,381,1,4.99
Day,2022-08-23,399,1,4.99
Day,2022-08-23,405,1,4.99
Day,2022-08-23,410,1,4.99
Day,2022-08-23,419,1,4.99
Day,2022-08-23,423,1,4.99
Day,2022-08-23,436,1,4.99
Day,2022-08-23,440,1,4.99
Day,2022-08-23,451,1,4.99
Day,2022-08-23,453,1,4.99
Day,2022-08-23,458,1,4.99
Day,2022-08-23,473,1,4.99
Day,2022-08-23,478,1,4.99
Day,2022-08-23,480,1,4.99
Day,2022-08-23,489,1,4.99
Day,2022-08-23,544,1,4.99
Day,2022-08-23,546,1,4.99
Day,2022-08-23,554,1,4.99
Day,2022-08-23,559,1,4.99
Day,2022-08-23,571,1,4.99
Day,2022-08-23,581,1,4.99
Day,2022-08-23,597,1,4.99
Month,2022-02-01,9,1,4.99
Month,2022-02-01,14,1,4.99
Month,2022-02-01,22,1,4.99
Month,2022-02-01,44,1,4.99
Month,2022-02-01,52,1,4.99
Month,2022-02-01,56,1,4.99
Month,2022-02-01,64,1,4.99
Month,2022-02-01,83,1,4.99
Month,2022-02-01,87,1,4.99
Month,2022-02-01,91,1,4.99
Month,2022-02-01,94,1,4.99
Month,2022-02-01,108,1,4.99
Month,2022-02-01,114,1,4.99
Month,2022-02-01,120,1,4.99
Month,2022-02-01,152,1,4.99
Month,2022-02-01,178,1,4.99
Month,2022-02-01,180,1,4.99
Month,2022-02-01,190,1,4.99
Month,2022-02-01,192,1,4.99
Month,2022-02-01,211,1,4.99
Month,2022-02-01,219,1,4.99
Month,2022-02-01,227,1,4.99
Month,2022-02-01,244,1,4.99
Month,2022-02-01,252,1,4.99
Month,2022-02-01,279,1,4.99
Month,2022-02-01,300,1,4.99
Month,2022-02-01,359,1,4.99
Month,2022-02-01,366,1,4.99
Month,2022-02-01,394,1,4.99
Month,2022-02-01,411,1,4.99
Month,2022-02-01,440,1,4.99
Month,2022-02-01,441,1,4.99
Month,2022-02-01,452,1,4.99
Month,2022-02-01,472,1,4.99
Month,2022-02-01,497,1,4.99
Month,2022-02-01,505,1,4.99
Month,2022-02-01,521,1,4.99
Month,2022-02-01,537,1,4.99
Month,2022-02-01,557,1,4.99
Month,2022-02-01,585,1,4.99
Month,2022-02-01,597,1,4.99
Month,2022-05-01,2,1,4.99
Month,2022-05-01,10,1,4.99
Month,2022-05-01,40,1,4.99
Month,2022-05-01,66,1,4.99
Month,2022-05-01,70,1,4.99
Month,2022-05-01,95,1,4.99
Month,2022-05-01,116,1,4.99
Month,2022-05-01,121,1,4.99
Month,2022-05-01,148,1,4.99
Month,2022-05-01,149,1,4.99
Month,2022-05-01,165,1,4.99
Month,2022-05-01,208,1,4.99
Month,2022-05-01,211,1,4.99
Month,2022-05-01,216,1,4.99
Month,2022-05-01,221,1,4.99
Month,2022-05-01,234,1,4.99
Month,2022-05-01,243,1,4.99
Month,2022-05-01,262,1,4.99
Month,2022-05-01,278,1,4.99
Month,2022-05-01,280,1,4.99
Month,2022-05-01,333,1,4.99
Month,2022-05-01,349,1,4.99
Month,2022-05-01,356,1,4.99
Month,2022-05-01,358,1,4.99
Month,2022-05-01,362,1,4.99
Month,2022-05-01,373,1,4.99
Month,2022-05-01,389,1,4.99
Month,2022-05-01,398,1,4.99
Month,2022-05-01,415,1,4.99
Month,2022-05-01,420,1,4.99
Month,2022-05-01,428,1,4.99
Month,2022-05-01,440,1,4.99
Month,2022-05-01,441,1,4.99
Month,2022-05-01,443,1,4.99
Month,2022-05-01,456,1,4.99
Month,2022-05-01,467,1,4.99
Month,2022-05-01,494,1,4.99
Month,2022-05-01,513,1,4.99
Month,2022-05-01,514,1,4.99
Month,2022-05-01,517,1,4.99
Month,2022-05-01,537,1,4.99
Month,2022-05-01,553,1,4.99
Month,2022-05-01,599,1,4.99
Month,2022-06-01,14,1,4.99
Month,2022-06-01,43,1,4.99
Month,2022-06-01,70,1,4.99
Month,2022-06-01,72,1,4.99
Month,2022-06-01,152,1,4.99
Month,2022-06-01,168,1,4.99
Month,2022-06-01,250,1,4.99
Month,2022-06-01,335,1,4.99
Month,2022-06-01,394,1,4.99
Month,2022-06-01,508,1,4.99
Day,2022-06-15,96,3,12.97
Day,2022-06-15,290,3,12.97
Day,2022-06-16,386,3,12.97
Day,2022-06-17,338,3,12.97
Day,2022-06-19,299,3,12.97
Day,2022-06-20,55,3,12.97
Day,2022-06-20,522,3,12.97
Day,2022-07-06,598,3,12.97
Day,2022-07-07,38,3,12.97
Day,2022-07-07,91,3,12.97
Day,2022-07-07,486,3,12.97
Day,2022-07-07,513,3,12.97
Day,2022-07-07,592,3,12.97
Day,2022-07-08,590,3,12.97
Day,2022-07-09,5,3,12.97
Day,2022-07-09,574,3,12.97
Day,2022-07-10,165,3,12.97
Day,2022-07-10,268,3,12.97
Day,2022-07-10,384,3,12.97
Day,2022-07-10,522,3,12.97
Day,2022-07-10,581,3,12.97
Day,2022-07-11,264,3,12.97
Day,2022-07-11,319,3,12.97
Day,2022-07-12,363,3,12.97
Day,2022-07-27,221,3,12.97
Day,2022-07-27,239,3,12.97
Day,2022-07-27,531,3,12.97
Day,2022-07-27,585,3,12.97
Day,2022-07-28,323,3,12.97
Day,2022-07-28,429,3,12.97
Day,2022-07-28,432,3,12.97
Day,2022-07-28,508,3,12.97
Day,2022-07-28,526,3,12.97
Day,2022-07-29,219,3,12.97
Day,2022-07-29,232,3,12.97
Day,2022-07-29,348,3,12.97
Day,2022-07-30,87,3,12.97
Day,2022-07-30,202,3,12.97
Day,2022-07-31,95,3,12.97
Day,2022-07-31,346,3,12.97
Day,2022-07-31,443,3,12.97
Day,2022-07-31,459,3,12.97
Day,2022-08-01,403,3,12.97
Day,2022-08-01,583,3,12.97
Day,2022-08-02,111,3,12.97
Day,2022-08-02,346,3,12.97
Day,2022-08-02,447,3,12.97
Day,2022-08-17,141,3,12.97
Day,2022-08-17,221,3,12.97
Day,2022-08-17,339,3,12.97
Day,2022-08-17,481,3,12.97
Day,2022-08-17,550,3,12.97
Day,2022-08-18,150,3,12.97
Day,2022-08-18,530,3,12.97
Day,2022-08-19,20,3,12.97
Day,2022-08-19,210,3,12.97
Day,2022-08-19,251,3,12.97
Day,2022-08-19,259,3,12.97
Day,2022-08-19,368,3,12.97
Day,2022-08-19,591,3,12.97
Day,2022-08-20,87,3,12.97
Day,2022-08-20,256,3,12.97
Day,2022-08-20,437,3,12.97
Day,2022-08-20,441,3,12.97
Day,2022-08-20,581,3,12.97
Day,2022-08-21,392,3,12.97
Day,2022-08-21,406,3,12.97
Day,2022-08-22,63,3,12.97
Day,2022-08-22,147,3,12.97
Day,2022-08-22,156,3,12.97
Day,2022-08-22,329,3,12.97
Day,2022-08-22,482,3,12.97
Day,2022-08-23,105,3,12.97
Day,2022-08-23,112,3,12.97
Day,2022-08-23,173,3,12.97
Day,2022-08-23,482,3,12.97
Month,2022-05-01,18,3,12.97
Month,2022-05-01,23,3,12.97
Month,2022-05-01,84,3,12.97
Month,2022-05-01,114,3,12.97
Month,2022-05-01,179,3,12.97
Month,2022-05-01,291,3,12.97
Month,2022-05-01,408,3,12.97
Month,2022-05-01,438,3,12.97
Month,2022-05-01,482,3,12.97
Month,2022-05-01,486,3,12.97
Month,2022-05-01,526,3,12.97
Month,2022-06-01,81,3,12.97
Month,2022-06-01,243,3,12.97
Month,2022-06-01,258,3,12.97
Month,2022-06-01,276,3,12.97
Month,2022-06-01,311,3,12.97
Month,2022-06-01,325,3,12.97
Month,2022-06-01,331,3,12.97
Month,2022-06-01,348,3,12.97
Month,2022-06-01,402,3,12.97
Month,2022-06-01,421,3,12.97
Month,2022-06-01,424,3,12.97
Month,2022-06-01,513,3,12.97
Month,2022-06-01,520,3,12.97
Month,2022-06-01,572,3,12.97
Month,2022-06-01,579,3,12.97
Month,2022-08-01,429,3,12.97
Month,2022-08-01,570,3,12.97
Day,2022-05-24,142,1,8.99
Day,2022-05-25,23,1,8.99
Day,2022-05-25,433,1,8.99
Day,2022-05-25,500,1,8.99
Day,2022-05-25,510,1,8.99
Day,2022-05-26,82,1,8.99
Day,2022-05-26,359,1,8.99
Day,2022-05-26,375,1,8.99
Day,2022-05-26,444,1,8.99
Day,2022-05-26,482,1,8.99
Day,2022-05-27,334,1,8.99
Day,2022-05-27,498,1,8.99
Day,2022-05-27,500,1,8.99
Day,2022-05-27,547,1,8.99
Day,2022-05-27,594,1,8.99
Day,2022-05-28,231,1,8.99
Day,2022-05-28,299,1,8.99
Day,2022-05-28,316,1,8.99
Day,2022-05-28,417,1,8.99
Day,2022-05-28,506,1,8.99
Day,2022-05-29,22,1,8.99
Day,2022-05-29,337,1,8.99
Day,2022-05-29,383,1,8.99
Day,2022-05-29,509,1,8.99
Day,2022-05-30,245,1,8.99
Day,2022-05-30,432,1,8.99
Day,2022-05-30,586,1,8.99
Day,2022-05-30,593,1,8.99
Day,2022-05-31,217,1,8.99
Day,2022-05-31,260,1,8.99
Day,2022-05-31,271,1,8.99
Day,2022-05-31,293,1,8.99
Day,2022-06-15,110,1,8.99
Day,2022-06-15,222,1,8.99
Day,2022-06-15,379,1,8.99
Day,2022-06-16,197,1,8.99
Day,2022-06-16,286,1,8.99
Day,2022-06-16,299,1,8.99
Day,2022-06-16,322,1,8.99
Day,2022-06-16,347,1,8.99
Day,2022-06-16,467,1,8.99
Day,2022-06-16,474,1,8.99
Day,2022-06-17,68,1,8.99
Day,2022-06-17,108,1,8.99
Day,2022-06-17,176,1,8.99
Day,2022-06-17,236,1,8.99
Day,2022-06-17,263,1,8.99
Day,2022-06-17,348,1,8.99
Day,2022-06-17,497,1,8.99
Day,2022-06-17,547,1,8.99
Day,2022-06-18,82,1,8.99
Day,2022-06-18,102,1,8.99
Day,2022-06-18,170,1,8.99
Day,2022-06-18,230,1,8.99
Day,2022-06-18,303,1,8.99
Day,2022-06-18,409,1,8.99
Day,2022-06-18,466,1,8.99
Day,2022-06-18,519,1,8.99
Day,2022-06-18,523,1,8.99
Day,2022-06-18,553,1,8.99
Day,2022-06-19,17,1,8.99
Day,2022-06-19,25,1,8.99
Day,2022-06-19,82,1,8.99
Day,2022-06-19,92,1,8.99
Day,2022-06-19,211,1,8.99
Day,2022-06-19,232,1,8.99
Day,2022-06-19,537,1,8.99
Day,2022-06-20,18,1,8.99
Day,2022-06-20,33,1,8.99
Day,2022-06-20,158,1,8.99
Day,2022-06-20,164,1,8.99
Day,2022-06-20,258,1,8.99
Day,2022-06-20,343,1,8.99
Day,2022-06-20,423,1,8.99
Day,2022-06-20,537,1,8.99
Day,2022-06-21,193,1,8.99
Day,2022-06-21,295,1,8.99
Day,2022-06-21,316,1,8.99
Day,2022-06-21,322,1,8.99
Day,2022-06-21,483,1,8.99
Day,2022-07-05,169,1,8.99
Day,2022-07-06,63,1,8.99
Day,2022-07-06,69,1,8.99
Day,2022-07-06,202,1,8.99
Day,2022-07-06,211,1,8.99
Day,2022-07-06,449,1,8.99
Day,2022-07-07,158,1,8.99
Day,2022-07-07,308,1,8.99
Day,2022-07-07,318,1,8.99
Day,2022-07-07,367,1,8.99
Day,2022-07-07,371,1,8.99
Day,2022-07-07,386,1,8.99
Day,2022-07-07,453,1,8.99
Day,2022-07-07,479,1,8.99
Day,2022-07-07,533,1,8.99
Day,2022-07-08,119,1,8.99
Day,2022-07-08,123,1,8.99
Day,2022-07-08,213,1,8.99
Day,2022-07-08,215,1,8.99
Day,2022-07-08,278,1,8.99
Day,2022-07-08,304,1,8.99
Day,2022-07-08,346,1,8.99
Day,2022-07-08,362,1,8.99
Day,2022-07-08,415,1,8.99
Day,2022-07-09,7,1,8.99
Day,2022-07-09,309,1,8.99
Day,2022-07-09,488,1,8.99
Day,2022-07-10,86,1,8.99
Day,2022-07-10,297,1,8.99
Day,2022-07-10,321,1,8.99
Day,2022-07-10,433,1,8.99
Day,2022-07-10,451,1,8.99
Day,2022-07-10,575,1,8.99
Day,2022-07-11,5,1,8.99
Day,2022-07-11,13,1,8.99
Day,2022-07-11,292,1,8.99
Day,2022-07-12,136,1,8.99
Day,2022-07-12,220,1,8.99
Day,2022-07-12,346,1,8.99
Day,2022-07-12,562,1,8.99
Day,2022-07-26,181,1,8.99
Day,2022-07-26,393,1,8.99
Day,2022-07-26,502,1,8.99
Day,2022-07-26,508,1,8.99
Day,2022-07-26,579,1,8.99
Day,2022-07-27,251,1,8.99
Day,2022-07-27,255,1,8.99
Day,2022-07-27,264,1,8.99
Day,2022-07-27,527,1,8.99
Day,2022-07-27,587,1,8.99
Day,2022-07-27,594,1,8.99
Day,2022-07-28,49,1,8.99
Day,2022-07-28,101,1,8.99
Day,2022-07-28,124,1,8.99
Day,2022-07-28,284,1,8.99
Day,2022-07-28,541,1,8.99
Day,2022-07-28,542,1,8.99
Day,2022-07-29,84,1,8.99
Day,2022-07-29,216,1,8.99
Day,2022-07-29,345,1,8.99
Day,2022-07-29,445,1,8.99
