reporting_period;reporting_date;total_rentals;total_payment_amount
Day;4/3/2023;0;0
Day;5/3/2023;0;0
Day;6/3/2023;0;0
Day;7/3/2023;0;0
Day;8/3/2023;0;0
Day;9/3/2023;0;0
Day;10/3/2023;0;0
Day;11/3/2023;0;0
Day;12/3/2023;0;0
Day;13/3/2023;0;0
Day;14/3/2023;0;0
Day;15/3/2023;0;0
Day;16/3/2023;0;0
Day;17/3/2023;0;0
Day;18/3/2023;0;0
Day;19/3/2023;0;0
Day;20/3/2023;0;0
Day;21/3/2023;0;0
Day;22/3/2023;0;0
Day;23/3/2023;0;0
Day;24/3/2023;0;0
Day;25/3/2023;0;0
Day;26/3/2023;0;0
Day;27/3/2023;0;0
Day;28/3/2023;0;0
Day;29/3/2023;0;0
Day;30/3/2023;0;0
Day;31/3/2023;0;0
Day;1/4/2023;0;0
Day;2/4/2023;0;0
Day;3/4/2023;0;0
Day;4/4/2023;0;0
Day;5/4/2023;0;0
Day;6/4/2023;0;0
Day;7/4/2023;0;0
Day;8/4/2023;0;0
Day;9/4/2023;0;0
Day;10/4/2023;0;0
Day;11/4/2023;0;0
Day;12/4/2023;0;0
Day;13/4/2023;0;0
Day;14/4/2023;0;0
Day;15/4/2023;0;0
Day;16/4/2023;0;0
Day;17/4/2023;0;0
Day;18/4/2023;0;0
Day;19/4/2023;0;0
Day;20/4/2023;0;0
Day;21/4/2023;0;0
Day;22/4/2023;0;0
Day;23/4/2023;0;0
Day;24/4/2023;0;0
Day;25/4/2023;0;0
Day;26/4/2023;0;0
Day;27/4/2023;0;0
Day;28/4/2023;0;0
Day;29/4/2023;0;0
Day;30/4/2023;0;0
Day;1/5/2023;0;0
Day;2/5/2023;0;0
Day;3/5/2023;0;0
Day;4/5/2023;0;0
Day;5/5/2023;0;0
Day;6/5/2023;0;0
Day;7/5/2023;0;0
Day;8/5/2023;0;0
Day;9/5/2023;0;0
Day;10/5/2023;0;0
Day;11/5/2023;0;0
Day;12/5/2023;0;0
Day;13/5/2023;0;0
Day;14/5/2023;0;0
Day;15/5/2023;0;0
Day;16/5/2023;0;0
Day;17/5/2023;0;0
Day;18/5/2023;0;0
Day;19/5/2023;0;0
Day;20/5/2023;0;0
Day;21/5/2023;0;0
Day;22/5/2023;0;0
Day;23/5/2023;0;0
Day;24/5/2023;0;0
Day;25/5/2023;0;0
Day;26/5/2023;0;0
Day;27/5/2023;0;0
Day;28/5/2023;0;0
Day;29/5/2023;0;0
Day;30/5/2023;0;0
Day;31/5/2023;0;0
Day;1/6/2023;0;0
Day;2/6/2023;0;0
Day;3/6/2023;0;0
Day;4/6/2023;0;0
Day;5/6/2023;0;0
Day;6/6/2023;0;0
Day;7/6/2023;0;0
Day;8/6/2023;0;0
Day;9/6/2023;0;0
Day;10/6/2023;0;0
Day;11/6/2023;0;0
Day;12/6/2023;0;0
Day;13/6/2023;0;0
Day;14/6/2023;0;0
Day;15/6/2023;0;0
Day;16/6/2023;0;0
Day;17/6/2023;0;0
Day;18/6/2023;0;0
Day;19/6/2023;0;0
Day;20/6/2023;0;0
Day;21/6/2023;0;0
Day;22/6/2023;0;0
Day;23/6/2023;0;0
Day;24/6/2023;0;0
Day;25/6/2023;0;0
Day;26/6/2023;0;0
Day;27/6/2023;0;0
Day;28/6/2023;0;0
Day;29/6/2023;0;0
Day;30/6/2023;0;0
Day;1/7/2023;0;0
Day;2/7/2023;0;0
Day;3/7/2023;0;0
Day;4/7/2023;0;0
Day;5/7/2023;0;0
Day;6/7/2023;0;0
Day;7/7/2023;0;0
Day;8/7/2023;0;0
Day;9/7/2023;0;0
Day;10/7/2023;0;0
Day;11/7/2023;0;0
Day;12/7/2023;0;0
Day;13/7/2023;0;0
Day;14/7/2023;0;0
Day;15/7/2023;0;0
Day;16/7/2023;0;0
Day;17/7/2023;0;0
Day;18/7/2023;0;0
Day;19/7/2023;0;0
Day;20/7/2023;0;0
Day;21/7/2023;0;0
Day;22/7/2023;0;0
Day;23/7/2023;0;0
Day;24/7/2023;0;0
Day;25/7/2023;0;0
Day;26/7/2023;0;0
Day;27/7/2023;0;0
Day;28/7/2023;0;0
Day;29/7/2023;0;0
Day;30/7/2023;0;0
Day;31/7/2023;0;0
Day;1/8/2023;0;0
Day;2/8/2023;0;0
Day;3/8/2023;0;0
Day;4/8/2023;0;0
Day;5/8/2023;0;0
Day;6/8/2023;0;0
Day;7/8/2023;0;0
Day;8/8/2023;0;0
Day;9/8/2023;0;0
Day;10/8/2023;0;0
Day;11/8/2023;0;0
Day;12/8/2023;0;0
Day;13/8/2023;0;0
Day;14/8/2023;0;0
Day;15/8/2023;0;0
Day;16/8/2023;0;0
Day;17/8/2023;0;0
Day;18/8/2023;0;0
Day;19/8/2023;0;0
Day;20/8/2023;0;0
Day;21/8/2023;0;0
Day;22/8/2023;0;0
Day;23/8/2023;0;0
Day;24/8/2023;0;0
Day;25/8/2023;0;0
Day;26/8/2023;0;0
Day;27/8/2023;0;0
Day;28/8/2023;0;0
Day;29/8/2023;0;0
Day;30/8/2023;0;0
Day;31/8/2023;0;0
Day;1/9/2023;0;0
Day;2/9/2023;0;0
Day;3/9/2023;0;0
Day;4/9/2023;0;0
Day;5/9/2023;0;0
Day;6/9/2023;0;0
Day;7/9/2023;0;0
Day;8/9/2023;0;0
Day;9/9/2023;0;0
Day;10/9/2023;0;0
Day;11/9/2023;0;0
Day;12/9/2023;0;0
Day;13/9/2023;0;0
Day;14/9/2023;0;0
Day;15/9/2023;0;0
Day;16/9/2023;0;0
Day;17/9/2023;0;0
Day;18/9/2023;0;0
Day;19/9/2023;0;0
Day;20/9/2023;0;0
Day;21/9/2023;0;0
Day;22/9/2023;0;0
Day;23/9/2023;0;0
Day;24/9/2023;0;0
Day;25/9/2023;0;0
Day;26/9/2023;0;0
Day;27/9/2023;0;0
Day;28/9/2023;0;0
Day;29/9/2023;0;0
Day;30/9/2023;0;0
Day;1/10/2023;0;0
Day;2/10/2023;0;0
Day;3/10/2023;0;0
Day;4/10/2023;0;0
Day;5/10/2023;0;0
Day;6/10/2023;0;0
Day;7/10/2023;0;0
Day;8/10/2023;0;0
Day;9/10/2023;0;0
Day;10/10/2023;0;0
Day;11/10/2023;0;0
Day;12/10/2023;0;0
Day;13/10/2023;0;0
Day;14/10/2023;0;0
Day;15/10/2023;0;0
Day;16/10/2023;0;0
Day;17/10/2023;0;0
Day;18/10/2023;0;0
Day;19/10/2023;0;0
Day;20/10/2023;0;0
Day;21/10/2023;0;0
Day;22/10/2023;0;0
Day;23/10/2023;0;0
Day;24/10/2023;0;0
Day;25/10/2023;0;0
Day;26/10/2023;0;0
Day;27/10/2023;0;0
Day;28/10/2023;0;0
Day;29/10/2023;0;0
Day;30/10/2023;0;0
Day;31/10/2023;0;0
Day;1/11/2023;0;0
Day;2/11/2023;0;0
Day;3/11/2023;0;0
Day;4/11/2023;0;0
Day;5/11/2023;0;0
Day;6/11/2023;0;0
Day;7/11/2023;0;0
Day;8/11/2023;0;0
Day;9/11/2023;0;0
Day;10/11/2023;0;0
Day;11/11/2023;0;0
Day;12/11/2023;0;0
Day;13/11/2023;0;0
Day;14/11/2023;0;0
Day;15/11/2023;0;0
Day;16/11/2023;0;0
Day;17/11/2023;0;0
Day;18/11/2023;0;0
Day;19/11/2023;0;0
Day;20/11/2023;0;0
Day;21/11/2023;0;0
Day;22/11/2023;0;0
Day;23/11/2023;0;0
Day;24/11/2023;0;0
Day;25/11/2023;0;0
Day;26/11/2023;0;0
Day;27/11/2023;0;0
Day;28/11/2023;0;0
Day;29/11/2023;0;0
Day;30/11/2023;0;0
Day;1/12/2023;0;0
Day;2/12/2023;0;0
Day;3/12/2023;0;0
Day;4/12/2023;0;0
Day;5/12/2023;0;0
Day;6/12/2023;0;0
Day;7/12/2023;0;0
Day;8/12/2023;0;0
Day;9/12/2023;0;0
Day;10/12/2023;0;0
Day;11/12/2023;0;0
Day;12/12/2023;0;0
Day;13/12/2023;0;0
Day;14/12/2023;0;0
Day;15/12/2023;0;0
Day;16/12/2023;0;0
Day;17/12/2023;0;0
Day;18/12/2023;0;0
Day;19/12/2023;0;0
Day;20/12/2023;0;0
Day;21/12/2023;0;0
Day;22/12/2023;0;0
Day;23/12/2023;0;0
Day;24/12/2023;0;0
Day;25/12/2023;0;0
Day;26/12/2023;0;0
Day;27/12/2023;0;0
Day;28/12/2023;0;0
Day;29/12/2023;0;0
Day;30/12/2023;0;0
Day;31/12/2023;0;0
Day;1/1/2024;0;0
Day;2/1/2024;0;0
Day;3/1/2024;0;0
Day;4/1/2024;0;0
Day;5/1/2024;0;0
Day;6/1/2024;0;0
Day;7/1/2024;0;0
Day;8/1/2024;0;0
Day;9/1/2024;0;0
Day;10/1/2024;0;0
Day;11/1/2024;0;0
Day;12/1/2024;0;0
Day;13/1/2024;0;0
Day;14/1/2024;0;0
Day;15/1/2024;0;0
Day;16/1/2024;0;0
Day;17/1/2024;0;0
Day;18/1/2024;0;0
Day;19/1/2024;0;0
Day;20/1/2024;0;0
Day;21/1/2024;0;0
Day;22/1/2024;0;0
Day;23/1/2024;0;0
Day;24/1/2024;0;0
Day;25/1/2024;0;0
Day;26/1/2024;0;0
Day;27/1/2024;0;0
Day;28/1/2024;0;0
Day;29/1/2024;0;0
Day;30/1/2024;0;0
Day;31/1/2024;0;0
Day;1/2/2024;0;0
Day;2/2/2024;0;0
Day;3/2/2024;0;0
Day;4/2/2024;0;0
Day;5/2/2024;0;0
Day;6/2/2024;0;0
Day;7/2/2024;0;0
Day;8/2/2024;0;0
Day;9/2/2024;0;0
Day;10/2/2024;0;0
Day;11/2/2024;0;0
Day;12/2/2024;0;0
Day;13/2/2024;0;0
Day;14/2/2024;0;0
Day;15/2/2024;0;0
Day;16/2/2024;0;0
Day;17/2/2024;0;0
Day;18/2/2024;0;0
Day;19/2/2024;0;0
Day;20/2/2024;0;0
Day;21/2/2024;0;0
Day;22/2/2024;0;0
Day;23/2/2024;0;0
Day;24/2/2024;0;0
Day;25/2/2024;0;0
Day;26/2/2024;0;0
Day;27/2/2024;0;0
Day;28/2/2024;0;0
Day;29/2/2024;0;0
Day;1/3/2024;0;0
Day;2/3/2024;0;0
Day;3/3/2024;0;0
Day;4/3/2024;0;0
Day;5/3/2024;0;0
Day;6/3/2024;0;0
Day;7/3/2024;0;0
Day;8/3/2024;0;0
Day;9/3/2024;0;0
Day;10/3/2024;0;0
Day;11/3/2024;0;0
Day;12/3/2024;0;0
Day;13/3/2024;0;0
Day;14/3/2024;0;0
Day;15/3/2024;0;0
Day;16/3/2024;0;0
Day;17/3/2024;0;0
Day;18/3/2024;0;0
Day;19/3/2024;0;0
Day;20/3/2024;0;0
Day;21/3/2024;0;0
Day;22/3/2024;0;0
Day;23/3/2024;0;0
Day;24/3/2024;0;0
Day;25/3/2024;0;0
Day;26/3/2024;0;0
Day;27/3/2024;0;0
Day;28/3/2024;0;0
Day;29/3/2024;0;0
Day;30/3/2024;0;0
Day;31/3/2024;0;0
Day;1/4/2024;0;0
Day;2/4/2024;0;0
Day;3/4/2024;0;0
Day;4/4/2024;0;0
Day;5/4/2024;0;0
Day;6/4/2024;0;0
Day;7/4/2024;0;0
Day;8/4/2024;0;0
Day;9/4/2024;0;0
Day;10/4/2024;0;0
Day;11/4/2024;0;0
Day;12/4/2024;0;0
Day;13/4/2024;0;0
Day;14/4/2024;0;0
Day;15/4/2024;0;0
Day;16/4/2024;0;0
Day;17/4/2024;0;0
Day;18/4/2024;0;0
Day;19/4/2024;0;0
Day;20/4/2024;0;0
Day;21/4/2024;0;0
Day;22/4/2024;0;0
Day;23/4/2024;0;0
Day;24/4/2024;0;0
Day;25/4/2024;0;0
Day;26/4/2024;0;0
Day;27/4/2024;0;0
Day;28/4/2024;0;0
Day;29/4/2024;0;0
Day;30/4/2024;0;0
Day;1/5/2024;0;0
Day;2/5/2024;0;0
Day;3/5/2024;0;0
Day;4/5/2024;0;0
Day;5/5/2024;0;0
Day;6/5/2024;0;0
Day;7/5/2024;0;0
Day;8/5/2024;0;0
Day;9/5/2024;0;0
Day;10/5/2024;0;0
Day;11/5/2024;0;0
Day;12/5/2024;0;0
Day;13/5/2024;0;0
Day;14/5/2024;0;0
Day;15/5/2024;0;0
Day;16/5/2024;0;0
Day;17/5/2024;0;0
Day;18/5/2024;0;0
Day;19/5/2024;0;0
Day;20/5/2024;0;0
Day;21/5/2024;0;0
Day;22/5/2024;0;0
Day;23/5/2024;0;0
Day;24/5/2024;0;0
Day;25/5/2024;0;0
Day;26/5/2024;0;0
Day;27/5/2024;0;0
Day;28/5/2024;0;0
Day;29/5/2024;0;0
Day;30/5/2024;0;0
Day;31/5/2024;0;0
Day;1/6/2024;0;0
Day;2/6/2024;0;0
Day;3/6/2024;0;0
Day;4/6/2024;0;0
Day;5/6/2024;0;0
Day;6/6/2024;0;0
Day;7/6/2024;0;0
Day;8/6/2024;0;0
Day;9/6/2024;0;0
Day;10/6/2024;0;0
Day;11/6/2024;0;0
Day;12/6/2024;0;0
Day;13/6/2024;0;0
Day;14/6/2024;0;0
Day;15/6/2024;0;0
Day;16/6/2024;0;0
Day;17/6/2024;0;0
Day;18/6/2024;0;0
Day;19/6/2024;0;0
Day;20/6/2024;0;0
Day;21/6/2024;0;0
Day;22/6/2024;0;0
Day;23/6/2024;0;0
Day;24/6/2024;0;0
Day;25/6/2024;0;0
Day;26/6/2024;0;0
Day;27/6/2024;0;0
Day;28/6/2024;0;0
Day;29/6/2024;0;0
Day;30/6/2024;0;0
Day;1/7/2024;0;0
Day;2/7/2024;0;0
Day;3/7/2024;0;0
Day;4/7/2024;0;0
Day;5/7/2024;0;0
Day;6/7/2024;0;0
Day;7/7/2024;0;0
Day;8/7/2024;0;0
Day;9/7/2024;0;0
Day;10/7/2024;0;0
Day;11/7/2024;0;0
Day;12/7/2024;0;0
Day;13/7/2024;0;0
Day;14/7/2024;0;0
Day;15/7/2024;0;0
Day;16/7/2024;0;0
Day;17/7/2024;0;0
Day;18/7/2024;0;0
Day;19/7/2024;0;0
Day;20/7/2024;0;0
Day;21/7/2024;0;0
Day;22/7/2024;0;0
Day;23/7/2024;0;0
Day;24/7/2024;0;0
Day;25/7/2024;0;0
Day;26/7/2024;0;0
Day;27/7/2024;0;0
Day;28/7/2024;0;0
Day;29/7/2024;0;0
Day;30/7/2024;0;0
Day;31/7/2024;0;0
Day;1/8/2024;0;0
Day;2/8/2024;0;0
Day;3/8/2024;0;0
Day;4/8/2024;0;0
Day;5/8/2024;0;0
Day;6/8/2024;0;0
Day;7/8/2024;0;0
Day;8/8/2024;0;0
Day;9/8/2024;0;0
Day;10/8/2024;0;0
Day;11/8/2024;0;0
Day;12/8/2024;0;0
Day;13/8/2024;0;0
Day;14/8/2024;0;0
Day;15/8/2024;0;0
Day;16/8/2024;0;0
Day;17/8/2024;0;0
Day;18/8/2024;0;0
Day;19/8/2024;0;0
Day;20/8/2024;0;0
Day;21/8/2024;0;0
Day;22/8/2024;0;0
Day;23/8/2024;0;0
Day;24/8/2024;0;0
Day;25/8/2024;0;0
Day;26/8/2024;0;0
Day;27/8/2024;0;0
Day;28/8/2024;0;0
Day;29/8/2024;0;0
Day;30/8/2024;0;0
Day;31/8/2024;0;0
Day;1/9/2024;0;0
Day;2/9/2024;0;0
Day;3/9/2024;0;0
Day;4/9/2024;0;0
Day;5/9/2024;0;0
Day;6/9/2024;0;0
Day;7/9/2024;0;0
Day;8/9/2024;0;0
Day;9/9/2024;0;0
Day;10/9/2024;0;0
Day;11/9/2024;0;0
Day;12/9/2024;0;0
Day;13/9/2024;0;0
Day;14/9/2024;0;0
Day;15/9/2024;0;0
Day;16/9/2024;0;0
Day;17/9/2024;0;0
Day;18/9/2024;0;0
Day;19/9/2024;0;0
Day;20/9/2024;0;0
Day;21/9/2024;0;0
Day;22/9/2024;0;0
Day;23/9/2024;0;0
Day;24/9/2024;0;0
Day;25/9/2024;0;0
Day;26/9/2024;0;0
Day;27/9/2024;0;0
Day;28/9/2024;0;0
Day;29/9/2024;0;0
Day;30/9/2024;0;0
Day;1/10/2024;0;0
Day;2/10/2024;0;0
Day;3/10/2024;0;0
Day;4/10/2024;0;0
Day;5/10/2024;0;0
Day;6/10/2024;0;0
Day;7/10/2024;0;0
Day;8/10/2024;0;0
Day;9/10/2024;0;0
Day;10/10/2024;0;0
Day;11/10/2024;0;0
Day;12/10/2024;0;0
Day;13/10/2024;0;0
Day;14/10/2024;0;0
Day;15/10/2024;0;0
Day;16/10/2024;0;0
Day;17/10/2024;0;0
Day;18/10/2024;0;0
Day;19/10/2024;0;0
Day;20/10/2024;0;0
Day;21/10/2024;0;0
Day;22/10/2024;0;0
Day;23/10/2024;0;0
Day;24/10/2024;0;0
Day;25/10/2024;0;0
Day;26/10/2024;0;0
Day;27/10/2024;0;0
Day;28/10/2024;0;0
Day;29/10/2024;0;0
Day;30/10/2024;0;0
Day;31/10/2024;0;0
Day;1/11/2024;0;0
Day;2/11/2024;0;0
Day;3/11/2024;0;0
Day;4/11/2024;0;0
Day;5/11/2024;0;0
Day;6/11/2024;0;0
Day;7/11/2024;0;0
Day;8/11/2024;0;0
Day;9/11/2024;0;0
Day;10/11/2024;0;0
Day;11/11/2024;0;0
Day;12/11/2024;0;0
Day;13/11/2024;0;0
Day;14/11/2024;0;0
Day;15/11/2024;0;0
Day;16/11/2024;0;0
Day;17/11/2024;0;0
Day;18/11/2024;0;0
Day;19/11/2024;0;0
Day;20/11/2024;0;0
Day;21/11/2024;0;0
Day;22/11/2024;0;0
Day;23/11/2024;0;0
Day;24/11/2024;0;0
Day;25/11/2024;0;0
Day;26/11/2024;0;0
Day;27/11/2024;0;0
Day;28/11/2024;0;0
Day;29/11/2024;0;0
Day;30/11/2024;0;0
Day;1/12/2024;0;0
Day;2/12/2024;0;0
Day;3/12/2024;0;0
Day;4/12/2024;0;0
Day;5/12/2024;0;0
Day;6/12/2024;0;0
Day;7/12/2024;0;0
Day;8/12/2024;0;0
Day;9/12/2024;0;0
Day;10/12/2024;0;0
Day;11/12/2024;0;0
Day;12/12/2024;0;0
Day;13/12/2024;0;0
Day;14/12/2024;0;0
Day;15/12/2024;0;0
Day;16/12/2024;0;0
Day;17/12/2024;0;0
Day;18/12/2024;0;0
Day;19/12/2024;0;0
Day;20/12/2024;0;0
Day;21/12/2024;0;0
Day;22/12/2024;0;0
Day;23/12/2024;0;0
Day;24/12/2024;0;0
Day;25/12/2024;0;0
Day;26/12/2024;0;0
Day;27/12/2024;0;0
Day;28/12/2024;0;0
Day;29/12/2024;0;0
Day;30/12/2024;0;0
Day;31/12/2024;0;0
Month;1/1/2015;0;0
Month;1/2/2015;0;0
Month;1/3/2015;0;0
Month;1/4/2015;0;0
Month;1/5/2015;0;0
Month;1/6/2015;0;0
Month;1/7/2015;0;0
Month;1/8/2015;0;0
Month;1/9/2015;0;0
Month;1/10/2015;0;0
Month;1/11/2015;0;0
Month;1/12/2015;0;0
Month;1/1/2016;0;0
Month;1/2/2016;0;0
Month;1/3/2016;0;0
Month;1/4/2016;0;0
Month;1/5/2016;0;0
Month;1/6/2016;0;0
Month;1/7/2016;0;0
Month;1/8/2016;0;0
Month;1/9/2016;0;0
Month;1/10/2016;0;0
Month;1/11/2016;0;0
Month;1/12/2016;0;0
Month;1/1/2017;0;0
Month;1/2/2017;0;0
Month;1/3/2017;0;0
Month;1/4/2017;0;0
Month;1/5/2017;0;0
Month;1/6/2017;0;0
Month;1/7/2017;0;0
Month;1/8/2017;0;0
Month;1/9/2017;0;0
Month;1/10/2017;0;0
Month;1/11/2017;0;0
Month;1/12/2017;0;0
Month;1/1/2018;0;0
Month;1/2/2018;0;0
Month;1/3/2018;0;0
Month;1/4/2018;0;0
Month;1/5/2018;0;0
Month;1/6/2018;0;0
Month;1/7/2018;0;0
Month;1/8/2018;0;0
Month;1/9/2018;0;0
Month;1/10/2018;0;0
Month;1/11/2018;0;0
Month;1/12/2018;0;0
Month;1/1/2019;0;0
Month;1/2/2019;0;0
Month;1/3/2019;0;0
Month;1/4/2019;0;0
Month;1/5/2019;0;0
Month;1/6/2019;0;0
Month;1/7/2019;0;0
Month;1/8/2019;0;0
Month;1/9/2019;0;0
Month;1/10/2019;0;0
Month;1/11/2019;0;0
Month;1/12/2019;0;0
Month;1/1/2020;0;0
Month;1/2/2020;0;0
Month;1/3/2020;0;0
Month;1/4/2020;0;0
Month;1/5/2020;0;0
Month;1/6/2020;0;0
Month;1/7/2020;0;0
Month;1/8/2020;0;0
Month;1/9/2020;0;0
Month;1/10/2020;0;0
Month;1/11/2020;0;0
Month;1/12/2020;0;0
Month;1/1/2021;0;0
Month;1/2/2021;0;0
Month;1/3/2021;0;0
Month;1/4/2021;0;0
Month;1/5/2021;0;0
Month;1/6/2021;0;0
Month;1/7/2021;0;0
Month;1/8/2021;0;0
Month;1/9/2021;0;0
Month;1/10/2021;0;0
Month;1/11/2021;0;0
Month;1/12/2021;0;0
Month;1/1/2022;0;0
Month;1/2/2022;182;514,18
Month;1/3/2022;0;0
Month;1/4/2022;0;0
Month;1/5/2022;1154;4807,46
Month;1/6/2022;2306;9592,94
Month;1/7/2022;6731;28427,69
Month;1/8/2022;5645;23864,55
Month;1/9/2022;0;0
Month;1/10/2022;0;0
Month;1/11/2022;0;0
Month;1/12/2022;0;0
Month;1/1/2023;0;0
Month;1/2/2023;0;0
Month;1/3/2023;0;0
Month;1/4/2023;0;0
Month;1/5/2023;0;0
Month;1/6/2023;0;0
Month;1/7/2023;0;0
Month;1/8/2023;0;0
Month;1/9/2023;0;0
Month;1/10/2023;0;0
Month;1/11/2023;0;0
Month;1/12/2023;0;0
Month;1/1/2024;0;0
Month;1/2/2024;0;0
Month;1/3/2024;0;0
Month;1/4/2024;0;0
Month;1/5/2024;0;0
Month;1/6/2024;0;0
Month;1/7/2024;0;0
Month;1/8/2024;0;0
Month;1/9/2024;0;0
Month;1/10/2024;0;0
Month;1/11/2024;0;0
Month;1/12/2024;0;0
Year;1/1/2015;0;0
Year;1/1/2016;0;0
Year;1/1/2017;0;0
Year;1/1/2018;0;0
Year;1/1/2019;0;0
Year;1/1/2020;0;0
Year;1/1/2021;0;0
Year;1/1/2022;16018;67206,82
Year;1/1/2023;0;0
Year;1/1/2024;0;0
